event_id,interaction_id,event_type,source_file,source_line,raw_type,sha256
e_5ca8d9bf8f829205,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,18,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_02be31d03291850a,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,19,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c263e048c280fa46,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,20,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_48fa44858201854f,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,21,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0217a7cd987d92ed,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,22,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_dcc30413e5c6e9ed,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,23,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fe9ee1d54ed5e741,i_c7c76a87d1f29041,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,24,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f771e9a7ef51e47e,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,25,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b715859a6702e951,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,26,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c1d873e656bfdfc9,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,27,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5ec4ca9a53005f86,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,28,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9783798d9b1b9a3e,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,29,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_946f2f2b3607b45d,i_c7c76a87d1f29041,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,30,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2ab8af646c3294d1,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,31,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_808f560c6fd63f5f,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,32,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_cab9e1585075a458,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,33,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_3014c97bf719e3b2,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,34,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c845e92416845522,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,35,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_678b32defcefae29,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,36,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_4f08028ecdc49915,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,37,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_4c6392a6f1dae6f3,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,38,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_db818296ad72ec24,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,39,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_84f7482bb4c4704c,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,40,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c8bf820ee82e9477,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,41,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1252b033a4beb516,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,42,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5efa8f21997aa186,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,43,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f6fa36aa85491a96,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,44,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_bfc47ccf5942de6b,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,45,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e3dfb9acd1e66bf8,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,46,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_04097ba18700f53b,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,47,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_bfb8ee92e2806ac7,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,48,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9c07239c552faaf1,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,49,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_75411c63aade9006,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,50,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e5cf1ba975efd1ba,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,51,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e05d4336f846adca,i_c7c76a87d1f29041,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,52,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fb7cd24b02222892,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,53,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_afc9029214578817,i_c7c76a87d1f29041,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,54,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ecbf1a8791d8fd75,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,55,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_7beecda264ede963,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,56,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f376ed9d675b3c89,i_c7c76a87d1f29041,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,57,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_571cb65723b63cc7,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,58,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_57de3ce42bfa2b12,i_c7c76a87d1f29041,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,59,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_3c47f5a15393a61a,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,60,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e78842de010c460d,i_c7c76a87d1f29041,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,61,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_082b4795773ec7d0,i_c7c76a87d1f29041,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,62,turn_context,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e30bd808be90a581,i_e30bd808be90a581,user_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,63,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f442f1b6b69f609d,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,64,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_4a53f71b015c7364,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,65,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_176b625c6fb819a4,i_e30bd808be90a581,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,66,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_bbd769dc5b8707db,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,67,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_aff66c1bc7077780,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,68,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_39d6ad905d015371,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,69,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_900b3d01d92463a6,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,70,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0c433ae2a1056071,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,71,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a30f244d25cccec5,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,72,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_6c1b2bf49bd5a21a,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,73,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8dd5237ab870548c,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,74,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fca434668aed0bed,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,75,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0b4b332d25c065d8,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,76,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a4208d97c0342b86,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,77,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_daf3e4a47d708008,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,78,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_079164187faa96ee,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,79,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a43a4afcf564e9a8,i_e30bd808be90a581,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,80,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a73225a451f075e3,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,81,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b3379cd48bf5158c,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,82,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_6682a0794f310ef8,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,83,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_4f401c0632a0acfc,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,84,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_45a2162da3686084,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,85,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_49f6208fd32a20f3,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,86,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_02e70ea4d1556521,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,87,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1be043903c10f64c,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,88,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_56ed9f26793fa1fa,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,89,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e6dae05551299538,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,90,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_44accbadebcc55bc,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,91,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_af21b2480ef36390,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,92,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_cec75cc553bd88c6,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,93,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e07819e7fd6b8196,i_e30bd808be90a581,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,94,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9390117ee36cc9d1,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,95,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_728375e1e7c51283,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,96,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_cad9a40801b87aa2,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,97,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fd31c41805517432,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,98,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8426a192e07adaff,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,99,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_dad860c83a39abc2,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,100,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0675512d6ea5e3e1,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,101,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5ad2827896ed9148,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,102,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c007c3f924f65454,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,103,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8a353e6ab5125ec2,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,104,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1971c6f7aacbc822,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,105,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2473efd0559496e7,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,106,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_cb3bbf06234d23bd,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,107,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_40b574192a87bde2,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,108,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_83677a9e2f91c49d,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,109,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_cb0495ee2ef20b0c,i_e30bd808be90a581,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,110,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_37535c9ebb812b95,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,111,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d8531f03cd156916,i_e30bd808be90a581,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,112,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c0c66119c7a3d3aa,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,113,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_718f191e9aeefb35,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,114,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_46ee8c74bcbffee8,i_e30bd808be90a581,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,115,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_7366768574f7e13c,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,116,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1a5b29646151529a,i_e30bd808be90a581,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,117,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8e86376057030d17,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,118,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a4fc24fd77af853c,i_e30bd808be90a581,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,119,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a9fa7ddb31d08b8d,i_e30bd808be90a581,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,120,turn_context,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_08a61ae0450623f4,i_08a61ae0450623f4,user_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,121,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_afbca66ea92c1e05,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,122,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c2cdb4c6fb808fcd,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,123,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d77af57e04858c41,i_08a61ae0450623f4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,124,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8213f607779ccd38,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,125,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d7c450d7a54da2aa,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,126,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
